gene.name	A549_0_1	A549_0_2	A549_0_3	A549_25_1	A549_25_2	A549_25_3	
ENSG00000215388.3	7	11	9	9	14	6
ENSG00000125895.5	222	149	233	202	250	159
ENSG00000274269.1	0	1	0	0	0	1
ENSG00000215595.1	5	1	1	0	0	3
ENSG00000244588.5	1	0	1	1	3	4
ENSG00000101298.14	820	663	784	1023	752	739
ENSG00000125775.14	20	17	18	11	26	7
ENSG00000274322.1	1	2	1	2	0	2
ENSG00000280162.1	5	3	2	9	4	2
ENSG00000234684.6	273	248	201	207	292	235
ENSG00000229728.1	14	6	6	8	14	8
ENSG00000088832.16	11639	11385	12588	13260	12686	11490
ENSG00000284436.1	0	0	0	0	0	0
ENSG00000088833.17	6092	5982	6828	7037	6649	6218
ENSG00000196209.12	1	1	1	2	0	1
ENSG00000242324.1	0	0	0	0	0	0
ENSG00000252103.1	0	0	0	0	0	0
ENSG00000125900.12	0	0	0	0	0	0
ENSG00000260861.6	0	0	0	0	0	0
ENSG00000101307.15	0	1	4	5	4	4
ENSG00000271523.1	0	0	0	0	0	0
ENSG00000089012.14	1	0	0	0	0	0
ENSG00000237914.5	0	0	0	0	0	0
ENSG00000223750.1	0	0	0	0	0	0
ENSG00000242348.3	0	0	0	0	0	0
ENSG00000236550.1	0	0	0	0	0	0
ENSG00000234282.1	0	0	0	0	0	0
ENSG00000271461.1	0	1	0	0	0	0
ENSG00000232528.3	6	2	5	3	4	3
ENSG00000230839.1	3	1	2	3	3	2
ENSG00000276649.1	68	59	47	52	35	62
ENSG00000198053.11	3090	3067	3366	3435	3379	3009
ENSG00000233896.1	0	0	0	0	0	0
ENSG00000101327.8	0	3	0	0	1	0
ENSG00000227663.1	1	0	0	0	0	0
ENSG00000125834.12	2732	2632	2696	3030	3105	2516
ENSG00000226644.5	24	21	37	23	30	20
ENSG00000125780.11	1	1	5	3	1	1
ENSG00000166948.9	0	0	0	0	0	0
ENSG00000207305.1	0	0	0	0	0	0
ENSG00000125835.18	9357	10096	10781	11619	10959	9827
ENSG00000256566.1	0	0	0	0	0	0
ENSG00000088876.11	1090	1155	1182	1179	1140	1050
ENSG00000149488.13	1	0	1	0	1	1
ENSG00000101361.16	17846	20512	19663	19133	19725	18663
ENSG00000284481.1	0	0	0	0	0	0
ENSG00000221116.1	0	0	0	0	0	0
ENSG00000271798.1	0	1	0	1	1	1
ENSG00000212498.1	0	0	0	0	0	0
ENSG00000229686.1	0	0	0	0	0	0
ENSG00000226572.1	0	0	0	0	0	0
ENSG00000101365.20	7005	7059	7764	8123	7246	6760
ENSG00000228293.1	3	1	2	3	4	2
ENSG00000088881.20	275	141	196	258	264	148
ENSG00000226217.1	0	0	0	0	0	0
ENSG00000088882.7	1	1	1	3	0	0
ENSG00000241690.3	0	0	0	0	0	0
ENSG00000258713.2	2	2	1	1	3	2
ENSG00000198326.9	3	1	1	3	7	3
ENSG00000132635.16	3213	2257	3173	3468	3314	2381
ENSG00000215305.9	2569	2297	2685	2751	2677	2221
ENSG00000132670.20	3784	3425	4189	4119	4355	3271
ENSG00000125787.11	8	13	10	9	20	12
ENSG00000125901.5	4090	4188	4699	4784	4413	4131
ENSG00000101405.3	0	0	0	0	0	0
ENSG00000101200.5	0	0	0	2	0	0
ENSG00000263905.2	0	0	0	0	0	0
ENSG00000235958.5	0	1	0	0	0	1
ENSG00000185019.16	524	438	547	615	507	416
ENSG00000215251.3	3082	3439	3429	3507	3228	3085
ENSG00000088899.15	720	477	660	721	669	501
ENSG00000198171.12	5544	4701	5564	5991	5193	5114
ENSG00000125877.12	3984	4141	4605	4568	5045	4138
ENSG00000088836.13	949	578	662	840	610	545
ENSG00000277287.1	67	30	37	43	38	29
ENSG00000088854.12	1728	1238	1441	1522	1959	1272
ENSG00000201294.1	0	0	0	0	0	0
ENSG00000226632.1	2	0	2	1	7	3
ENSG00000201346.2	0	0	0	0	0	0
ENSG00000225116.1	0	0	0	0	0	0
ENSG00000088812.17	5864	6645	6607	6887	6985	6231
ENSG00000230568.1	12	2	1	3	3	3
ENSG00000125861.14	0	0	0	0	0	0
ENSG00000149451.17	25	8	19	22	15	12
ENSG00000088827.12	1	2	2	2	3	3
ENSG00000132622.10	191	135	166	177	153	151
ENSG00000101220.17	4997	5172	5960	6147	5659	5494
ENSG00000101222.12	88	63	48	91	69	60
ENSG00000125817.7	11281	9966	11771	12364	12091	10989
ENSG00000101224.17	14979	13499	17607	17617	16108	13215
ENSG00000275491.1	28	21	35	27	33	16
ENSG00000274949.1	2	1	1	0	1	2
ENSG00000125843.10	1375	1205	1365	1521	1358	1173
ENSG00000088888.17	13502	13490	14934	16130	15772	12980
ENSG00000229539.1	76	64	83	104	99	65
ENSG00000125779.22	3858	3661	3935	4346	4065	3641
ENSG00000199024.1	7	6	3	8	5	4
ENSG00000283320.1	0	0	0	0	0	0
ENSG00000275582.1	7	1	3	4	5	1
ENSG00000101236.16	1714	1503	1479	1829	1805	1409
ENSG00000226608.3	361	167	204	205	351	141
ENSG00000215063.3	0	1	0	0	0	0
ENSG00000205300.3	1	0	1	2	3	1
ENSG00000088826.17	11147	9790	11467	11767	13333	9938
ENSG00000230176.2	172	191	174	188	228	151
ENSG00000171873.7	323	193	341	276	454	233
ENSG00000236387.1	0	0	0	0	0	0
ENSG00000238282.1	1	0	0	0	0	0
ENSG00000228210.1	0	0	0	0	0	0
ENSG00000226948.1	15	3	1	7	11	4
ENSG00000171867.16	13298	14173	15396	15052	15012	14058
ENSG00000171864.4	0	0	0	0	0	0
ENSG00000180259.9	0	0	0	0	0	0
ENSG00000231071.1	0	0	0	0	0	0
ENSG00000278595.1	4	3	1	0	3	0
ENSG00000101265.15	2768	2699	2774	3009	2938	2606
ENSG00000089057.14	3353	3093	4057	3920	4397	3033
ENSG00000252096.1	0	0	0	0	0	0
ENSG00000234573.1	0	0	0	0	0	0
ENSG00000277087.1	0	0	0	0	1	0
ENSG00000276768.1	0	0	1	0	1	0
ENSG00000278816.1	2	0	1	0	3	0
ENSG00000277425.1	5	6	7	4	4	4
ENSG00000089063.14	4923	4651	5135	5359	5569	4597
ENSG00000212536.1	3	0	1	1	1	0
ENSG00000252367.1	0	3	4	3	0	2
ENSG00000132646.10	19882	20482	23724	22707	21938	18986
ENSG00000212517.1	0	2	1	1	1	0
ENSG00000101290.13	5748	5788	6061	7046	6181	5312
ENSG00000225022.1	17	12	13	11	21	15
ENSG00000101292.7	0	0	0	0	0	1
ENSG00000200313.1	0	0	0	0	0	0
ENSG00000276688.1	0	0	0	0	0	0
ENSG00000226995.7	0	1	0	0	0	0
ENSG00000230563.2	0	0	0	0	0	0
ENSG00000205181.5	4	5	3	7	0	2
ENSG00000266908.1	0	0	0	0	0	0
ENSG00000225640.1	0	0	0	1	0	0
ENSG00000225831.1	0	0	0	0	0	0
ENSG00000235820.1	0	0	0	0	0	0
ENSG00000125772.12	1652	1305	1859	1688	2310	1247
ENSG00000233578.1	0	0	0	0	0	0
ENSG00000171984.14	212	158	232	198	250	161
ENSG00000202380.1	0	0	0	0	0	0
ENSG00000089199.9	180	143	201	199	173	126
ENSG00000215589.3	0	0	0	0	0	0
ENSG00000089195.14	3409	3609	3502	3686	3597	3449
ENSG00000125885.13	6053	6497	6298	6622	6633	5865
ENSG00000207380.1	0	0	0	1	1	0
ENSG00000231961.1	0	0	0	0	0	1
ENSG00000278719.1	6	2	4	5	7	2
ENSG00000275632.1	57	89	75	65	84	61
ENSG00000263755.2	0	0	0	0	0	0
ENSG00000088766.11	3018	2836	3017	3188	2994	2710
ENSG00000125872.7	6	6	3	3	2	4
ENSG00000278192.1	29	22	21	29	33	29
ENSG00000101311.15	2127	2623	2323	2294	2418	2244
ENSG00000233402.1	0	0	0	0	0	0
ENSG00000234241.1	23	21	17	17	18	11
ENSG00000271565.1	0	0	0	0	0	0
ENSG00000276915.1	0	0	0	0	0	0
ENSG00000229876.1	0	0	0	0	0	0
ENSG00000228482.1	0	0	0	0	0	0
ENSG00000125845.6	28	13	32	28	30	12
ENSG00000232271.1	0	0	0	0	0	0
ENSG00000228888.1	0	0	0	0	0	0
ENSG00000238102.1	0	0	0	0	0	0
ENSG00000261249.1	0	0	0	0	0	0
ENSG00000224711.1	0	0	0	0	0	0
ENSG00000278159.1	0	0	0	0	0	0
ENSG00000240584.3	0	0	0	0	0	0
ENSG00000215586.2	0	0	0	1	0	1
ENSG00000277315.1	0	0	0	0	0	0
ENSG00000101323.4	2	0	2	0	0	0
ENSG00000125827.8	3081	2837	3212	3290	3687	2912
ENSG00000229766.6	1	0	0	0	0	0
ENSG00000182621.17	58	47	47	59	46	39
ENSG00000226262.1	0	0	0	0	0	0
ENSG00000225479.1	0	0	0	0	0	0
ENSG00000201348.1	0	0	0	0	0	0
ENSG00000228438.1	0	0	0	0	0	0
ENSG00000276385.1	0	0	0	0	0	0
ENSG00000275222.1	0	0	0	0	0	0
ENSG00000101333.16	3108	3365	2626	2767	2995	3071
ENSG00000225988.1	0	0	0	0	0	0
ENSG00000125869.9	4	3	4	9	3	4
ENSG00000101349.16	0	1	2	1	1	0
ENSG00000232738.1	0	0	0	0	0	0
ENSG00000243961.2	1	0	1	1	0	0
ENSG00000132623.15	2178	2293	2400	2587	2362	2133
ENSG00000227906.7	64	41	44	64	52	27
ENSG00000276525.1	0	0	0	0	0	0
ENSG00000230506.1	9	5	4	6	11	6
ENSG00000232448.1	42	25	25	38	28	22
ENSG00000132639.12	2598	2618	3421	3364	3496	2492
ENSG00000237005.1	0	0	0	0	0	0
ENSG00000214835.3	0	0	0	0	0	1
ENSG00000230750.1	1	1	2	3	2	1
ENSG00000125863.19	2306	2252	2344	2401	2275	1920
ENSG00000285508.1	0	0	0	0	0	0
ENSG00000285723.1	0	0	0	0	0	0
ENSG00000149346.14	853	829	1003	922	1005	819
ENSG00000235036.4	21	22	14	22	20	15
ENSG00000101384.12	15417	15065	16523	17618	18335	15020
ENSG00000273745.1	3	1	1	2	1	1
ENSG00000270792.5	5	5	8	8	4	4
ENSG00000224961.1	6	0	0	4	3	1
ENSG00000234900.1	0	0	0	0	0	0
ENSG00000232900.1	0	0	1	0	0	0
ENSG00000217809.1	0	0	0	0	0	0
ENSG00000270777.1	0	0	0	0	1	0
ENSG00000125899.7	0	0	0	0	0	0
ENSG00000230990.1	0	0	0	0	0	0
ENSG00000235544.1	0	0	0	0	0	0
ENSG00000282478.1	0	0	0	0	0	0
ENSG00000271397.1	0	0	0	0	0	0
ENSG00000237256.1	0	0	0	0	0	0
ENSG00000261411.1	0	0	0	0	0	0
ENSG00000228422.3	0	0	0	0	0	0
ENSG00000222281.1	0	0	0	0	0	0
ENSG00000271298.1	0	0	0	0	0	0
ENSG00000132640.14	2802	2806	2951	3099	3066	2631
ENSG00000236526.1	3	6	4	6	5	1
ENSG00000235292.1	0	0	0	0	0	0
ENSG00000230437.1	0	0	0	0	0	0
ENSG00000235698.1	12	5	5	4	6	7
ENSG00000233048.1	1	0	1	0	0	2
ENSG00000269931.1	0	1	0	0	0	0
ENSG00000234265.1	0	0	0	0	0	0
ENSG00000172296.12	19	8	7	11	11	12
ENSG00000271426.1	0	1	0	0	0	1
ENSG00000101230.5	46	52	48	44	59	61
ENSG00000226263.1	2	2	1	2	0	1
ENSG00000225956.1	0	0	0	1	0	0
ENSG00000278153.1	1	2	1	1	3	2
ENSG00000089123.15	766	762	956	871	886	755
ENSG00000236811.1	5	1	3	4	1	0
ENSG00000089048.14	2926	3401	3758	3625	3300	3413
ENSG00000101247.17	1484	1385	1480	1554	1460	1331
ENSG00000101251.12	0	0	0	0	0	0
ENSG00000212247.1	0	0	0	0	0	0
ENSG00000172264.17	51	33	54	60	61	43
ENSG00000230935.1	0	0	1	1	0	1
ENSG00000234187.1	0	0	0	1	0	0
ENSG00000239923.3	0	0	2	1	0	0
ENSG00000125848.9	536	395	581	623	579	439
ENSG00000199570.1	0	0	0	0	0	0
ENSG00000227563.1	0	0	0	0	0	0
ENSG00000227927.2	0	0	1	1	0	0
ENSG00000213950.2	1	0	1	0	2	2
ENSG00000235914.1	0	0	0	0	0	0
ENSG00000237832.1	0	0	0	0	0	0
ENSG00000199803.1	0	0	0	0	0	0
ENSG00000201180.1	0	0	0	0	1	0
ENSG00000222500.1	0	0	0	0	0	0
ENSG00000225181.1	0	0	0	0	0	0
ENSG00000224274.1	0	0	0	0	0	0
ENSG00000225622.1	0	0	0	0	0	0
ENSG00000089177.18	2526	2358	2653	2847	2567	2195
ENSG00000273998.1	33	26	31	26	18	23
ENSG00000275728.1	2	2	3	1	0	1
ENSG00000226229.2	0	0	0	0	0	0
ENSG00000200494.1	0	0	0	0	0	0
ENSG00000235208.2	0	0	0	0	0	0
ENSG00000228809.2	0	0	0	1	0	1
ENSG00000125870.10	5792	6105	6219	6132	6323	5755
ENSG00000125879.4	0	0	0	0	0	0
ENSG00000236985.1	0	0	0	0	0	0
ENSG00000212165.2	0	0	0	0	0	0
ENSG00000251955.1	5	1	0	0	1	2
ENSG00000220540.1	0	0	0	0	0	0
ENSG00000238833.1	0	0	0	0	0	0
ENSG00000125851.9	0	0	0	0	0	0
ENSG00000232241.1	2	0	0	0	0	0
ENSG00000125864.13	666	494	530	706	485	498
ENSG00000232333.1	3	1	1	1	3	0
ENSG00000277373.1	4	5	4	7	0	5
ENSG00000125868.15	52946	46125	49510	55841	50428	45916
ENSG00000202260.1	0	0	0	0	0	0
ENSG00000230495.1	1	2	1	0	0	0
ENSG00000125844.15	11964	10464	12118	12773	12897	10583
ENSG00000125888.14	0	0	0	0	0	0
ENSG00000233625.1	0	0	0	0	0	0
ENSG00000212555.1	0	0	0	0	0	0
ENSG00000089006.16	14160	15258	14976	14737	16025	13722
ENSG00000125850.10	3	5	5	2	3	2
ENSG00000212232.1	466	755	519	569	508	646
ENSG00000125871.13	3864	4308	4282	4272	4058	3837
ENSG00000218902.3	3	5	1	4	4	2
ENSG00000229262.1	0	0	0	0	0	0
ENSG00000227343.1	0	0	0	0	0	0
ENSG00000252597.1	0	0	0	0	0	0
ENSG00000207282.1	0	0	0	0	0	0
ENSG00000232838.3	53	45	50	70	68	63
ENSG00000149474.13	1055	917	1116	1177	1079	920
ENSG00000232943.1	0	0	0	0	0	0
ENSG00000266720.2	0	0	0	0	0	0
ENSG00000252635.1	0	0	0	0	0	0
ENSG00000125846.15	806	753	837	885	918	661
ENSG00000199719.1	0	0	0	0	0	0
ENSG00000237259.1	0	0	0	0	1	0
ENSG00000230010.1	0	0	0	0	1	0
ENSG00000237282.3	0	0	0	0	0	0
ENSG00000089091.16	456	428	438	459	432	344
ENSG00000236474.1	5	6	2	3	5	1
ENSG00000252422.1	0	0	0	0	0	0
ENSG00000132664.11	1119	1250	1194	1288	1277	1191
ENSG00000265137.3	2	5	5	6	11	6
ENSG00000225419.1	0	2	0	3	2	1
ENSG00000089050.15	2421	2579	2710	2841	2801	2425
ENSG00000214612.3	57	11	11	14	47	9
ENSG00000101310.16	6756	7185	7396	7704	6548	6463
ENSG00000232388.4	443	381	386	455	413	375
ENSG00000284776.1	0	0	0	0	0	0
ENSG00000125821.12	885	850	944	893	986	848
ENSG00000243702.3	0	0	0	0	0	0
ENSG00000221806.1	0	0	0	0	0	0
ENSG00000232136.2	0	0	0	0	0	0
ENSG00000233993.1	0	0	0	0	0	0
ENSG00000233324.1	1	0	0	0	0	1
ENSG00000179935.9	2	5	4	3	3	1
ENSG00000273148.1	70	53	79	75	85	61
ENSG00000149443.7	0	0	0	0	0	0
ENSG00000132631.5	0	0	0	0	0	0
ENSG00000274863.1	0	0	0	0	0	0
ENSG00000185052.11	7	3	4	4	2	9
ENSG00000235996.1	0	0	0	0	0	0
ENSG00000179447.2	0	0	0	0	0	0
ENSG00000232675.7	0	0	0	0	0	0
ENSG00000268628.2	8	7	8	4	7	6
ENSG00000132669.13	3025	3294	3227	3280	3082	3204
ENSG00000236992.2	0	1	0	1	1	0
ENSG00000173418.11	6076	7050	6925	6712	6851	6693
ENSG00000101343.14	2962	2733	3048	3208	3242	2492
ENSG00000089101.17	23	19	19	25	22	39
ENSG00000241054.1	0	0	0	0	0	0
ENSG00000225417.1	0	0	0	0	0	0
ENSG00000229500.1	0	0	0	0	0	0
ENSG00000243810.1	0	0	0	0	0	0
ENSG00000264879.2	0	0	0	0	0	0
ENSG00000280229.1	0	0	0	0	0	0
ENSG00000173404.4	0	0	0	0	0	0
ENSG00000188559.14	968	903	944	1115	1009	899
ENSG00000213384.2	0	0	0	0	0	0
ENSG00000270793.1	0	0	0	0	0	0
ENSG00000278525.1	0	0	0	0	0	0
ENSG00000225803.1	0	0	0	0	0	0
ENSG00000234104.1	0	0	0	0	0	0
ENSG00000225127.2	0	0	0	0	0	0
ENSG00000283405.1	0	0	0	0	0	0
ENSG00000235065.1	15	6	13	10	17	5
ENSG00000088970.15	633	608	678	607	728	559
ENSG00000199509.1	0	0	0	0	0	0
ENSG00000228604.3	0	0	0	0	0	0
ENSG00000232712.6	0	0	0	0	0	0
ENSG00000214535.3	146	51	63	73	161	29
ENSG00000226875.1	0	0	0	0	0	0
ENSG00000275457.1	104	100	108	131	113	94
ENSG00000088930.7	16525	16548	18515	18251	17711	14898
ENSG00000125816.4	0	1	0	1	1	0
ENSG00000225280.6	0	0	0	0	0	0
ENSG00000223128.1	0	0	0	0	0	0
ENSG00000226405.1	0	0	0	0	0	0
ENSG00000278041.1	126	133	135	141	153	153
ENSG00000227693.1	0	0	1	0	0	0
ENSG00000125820.5	0	0	0	0	0	0
ENSG00000258197.1	0	0	0	0	0	0
ENSG00000233492.1	0	0	0	0	0	0
ENSG00000279082.3	0	0	0	0	0	0
ENSG00000280350.1	0	0	0	0	0	0
ENSG00000278410.1	0	0	0	0	0	0
ENSG00000125813.13	2	1	1	2	2	0
ENSG00000233015.1	0	0	0	0	0	0
ENSG00000227063.5	121	81	93	93	146	36
ENSG00000238034.1	0	0	0	0	0	0
ENSG00000234435.2	0	0	0	0	0	0
ENSG00000234862.1	0	0	0	0	0	0
ENSG00000225321.2	0	0	0	0	0	0
ENSG00000225170.2	0	0	0	0	0	0
ENSG00000270838.1	0	0	0	0	0	0
ENSG00000204684.3	5	0	5	3	4	2
ENSG00000259974.2	2	1	0	0	1	0
ENSG00000283932.1	0	0	0	0	0	0
ENSG00000125798.14	1430	1233	1450	1654	1323	1211
ENSG00000237396.1	0	0	0	0	0	0
ENSG00000230400.2	0	1	1	0	1	3
ENSG00000283072.1	2	2	1	0	0	0
ENSG00000215553.3	6	6	3	5	7	1
ENSG00000213882.2	0	0	0	0	0	0
ENSG00000228935.1	0	0	1	1	0	0
ENSG00000230492.1	2	1	0	0	1	0
ENSG00000234646.6	2	1	1	4	4	3
ENSG00000132671.5	5	1	4	6	4	3
ENSG00000178726.6	4378	3037	5114	4482	6003	3739
ENSG00000279447.1	0	0	0	0	0	0
ENSG00000125810.9	0	0	0	0	1	1
ENSG00000233746.1	0	0	0	0	0	0
ENSG00000279164.1	0	1	2	0	1	1
ENSG00000201527.1	0	0	0	0	0	0
ENSG00000275179.1	1	1	0	0	0	0
ENSG00000230387.2	0	0	0	0	1	0
ENSG00000277901.1	2	2	0	2	1	2
ENSG00000234832.1	9	10	9	8	7	14
ENSG00000132661.3	1649	1711	1769	1851	1808	1688
ENSG00000232645.5	29	22	15	31	41	33
ENSG00000125812.15	2327	2524	2434	2432	2153	2386
ENSG00000125814.17	864	769	860	909	969	764
ENSG00000201728.1	0	1	1	1	0	0
ENSG00000125823.12	0	0	0	2	0	0
ENSG00000125831.9	0	0	0	0	0	0
ENSG00000200208.1	0	0	0	0	0	0
ENSG00000273838.1	0	0	0	0	0	0
ENSG00000226344.1	0	0	0	0	0	0
ENSG00000260202.2	0	0	0	0	0	0
ENSG00000276638.1	0	0	0	0	0	0
ENSG00000125815.8	0	0	0	0	0	0
ENSG00000204663.9	0	0	0	0	0	0
ENSG00000204662.2	0	0	0	0	0	0
ENSG00000101435.4	0	0	0	0	0	0
ENSG00000204658.5	0	0	0	0	0	0
ENSG00000173335.4	0	0	0	0	0	0
ENSG00000101439.8	7450	6524	7269	7448	6714	6876
ENSG00000270001.1	14	24	17	17	24	28
ENSG00000225056.1	0	0	0	0	0	0
ENSG00000101441.4	0	0	1	1	0	0
ENSG00000232595.1	0	0	0	0	0	0
ENSG00000170373.8	8	10	6	6	3	11
ENSG00000277975.1	0	0	0	0	0	0
ENSG00000230908.1	0	0	0	0	0	0
ENSG00000170369.3	1	2	4	1	0	0
ENSG00000170367.4	0	0	0	0	0	0
ENSG00000228476.1	0	0	0	0	0	0
ENSG00000236168.1	0	0	0	0	0	0
ENSG00000149435.12	0	1	0	2	2	1
ENSG00000167390.8	0	0	0	0	0	0
ENSG00000236151.1	0	0	0	0	0	0
ENSG00000230133.1	0	0	0	0	0	0
ENSG00000200231.1	0	0	0	0	0	0
ENSG00000232200.2	0	0	0	0	0	0
ENSG00000234069.1	0	0	0	0	0	0
ENSG00000101463.5	268	215	304	322	293	231
ENSG00000228539.1	0	0	0	1	0	0
ENSG00000231015.1	0	0	0	0	0	1
ENSG00000274173.1	0	0	0	0	0	0
ENSG00000077984.5	2	1	1	1	1	0
ENSG00000101474.11	12195	12174	12710	13816	12823	11751
ENSG00000207355.1	0	0	0	0	0	0
ENSG00000154930.14	1098	1177	1180	1206	1187	1099
ENSG00000275358.1	2	1	2	2	3	3
ENSG00000100987.14	73	41	63	60	55	53
ENSG00000225069.3	0	0	0	0	0	0
ENSG00000230725.5	0	0	0	0	0	0
ENSG00000225344.1	0	0	0	0	0	1
ENSG00000197586.12	6608	6901	7172	7538	7066	6803
ENSG00000202414.1	0	0	1	2	1	0
ENSG00000279322.1	1	0	1	0	1	0
ENSG00000277938.1	57	57	74	60	66	61
ENSG00000274414.1	41	34	42	23	47	49
ENSG00000100994.11	14517	13544	14887	15858	14738	13601
ENSG00000274507.1	0	0	0	0	0	0
ENSG00000276952.1	35	42	49	39	51	41
ENSG00000100997.18	6790	6399	7341	7635	6656	6335
ENSG00000227379.2	6	4	3	4	4	2
ENSG00000101003.9	4024	4450	5110	4932	5092	4358
ENSG00000101004.14	3108	2229	2962	3199	3511	2289
ENSG00000251883.1	0	0	0	0	0	0
ENSG00000170191.4	1693	1579	1735	1886	1874	1496
ENSG00000213742.6	392	302	351	315	446	303
ENSG00000242236.2	0	0	0	0	0	0
ENSG00000236542.1	1	0	0	2	3	1
ENSG00000130684.13	2165	2337	2201	2315	2368	2012
ENSG00000278383.1	24	24	19	22	37	18
ENSG00000226465.2	60	40	47	71	77	44
ENSG00000230772.1	0	0	0	2	2	0
ENSG00000175170.14	11	8	6	14	5	9
ENSG00000275048.1	0	0	0	0	0	0
ENSG00000250090.1	0	1	0	0	0	1
ENSG00000274973.1	0	0	0	0	0	0
ENSG00000228593.1	0	1	0	0	0	0
ENSG00000226203.1	0	0	0	0	0	0
ENSG00000231081.1	1	0	0	2	2	1
ENSG00000204556.4	76	72	82	74	94	73
ENSG00000125804.13	0	0	0	0	0	0
ENSG00000277508.1	0	0	0	0	0	0
ENSG00000240108.1	0	0	0	0	0	0
ENSG00000230440.1	0	0	0	0	0	0
ENSG00000227195.10	0	0	0	0	0	0
ENSG00000238129.5	0	0	0	0	0	0
ENSG00000284419.1	0	0	0	0	0	0
ENSG00000282826.1	1522	1432	1673	1768	1982	1459
ENSG00000282870.1	58	54	64	66	94	49
ENSG00000283568.1	0	0	0	0	0	0
ENSG00000283069.1	0	0	0	0	0	0
ENSG00000282949.1	0	0	0	1	0	0
ENSG00000282894.1	0	0	0	0	0	0
ENSG00000282935.1	0	0	0	0	2	0
ENSG00000282842.1	0	1	0	0	1	0
ENSG00000283123.1	0	0	0	0	0	0
ENSG00000282968.1	0	3	1	1	1	3
ENSG00000282911.1	0	0	0	0	0	0
ENSG00000282995.1	8	8	5	10	11	8
ENSG00000283592.1	0	0	0	0	0	0
ENSG00000282921.1	0	0	0	0	0	0
ENSG00000283291.1	0	0	0	0	0	0
ENSG00000283005.1	0	0	1	1	2	0
ENSG00000283433.1	0	1	0	0	0	0
ENSG00000283020.1	0	2	2	0	0	1
ENSG00000204555.3	0	0	0	0	0	0
ENSG00000205611.4	0	1	2	2	2	3
ENSG00000200325.1	0	0	0	0	0	0
ENSG00000231934.1	0	0	0	0	0	0
ENSG00000149531.15	503	468	520	573	594	444
ENSG00000238151.1	0	0	0	0	0	0
ENSG00000275877.1	0	0	0	0	0	0
ENSG00000283443.1	16	8	3	3	8	9
ENSG00000277112.3	19	22	19	17	15	12
ENSG00000274385.1	0	0	0	0	0	0
ENSG00000275305.1	0	0	0	0	0	0
ENSG00000215547.1	0	0	0	0	0	0
ENSG00000215546.2	0	0	0	0	0	0
ENSG00000224628.2	13	0	7	4	13	3
ENSG00000215545.1	0	0	0	0	0	0
ENSG00000237929.1	0	0	0	0	0	0
ENSG00000236121.1	0	0	0	0	0	0
ENSG00000252649.1	0	0	0	0	0	0
ENSG00000212717.3	0	0	0	0	0	0
ENSG00000131068.3	0	0	0	0	0	0
ENSG00000212134.1	0	0	0	0	0	0
ENSG00000180483.6	0	0	0	0	0	0
ENSG00000204548.3	0	0	0	0	0	0
ENSG00000204547.7	0	0	0	0	0	0
ENSG00000180424.6	0	0	0	0	0	0
ENSG00000180383.3	2	3	2	3	5	2
ENSG00000088320.3	1	1	0	1	1	4
ENSG00000233354.1	0	0	0	0	0	0
ENSG00000101294.17	8816	9349	9955	10289	9406	9095
ENSG00000274364.1	1	0	0	1	1	1
ENSG00000101898.6	0	0	0	0	0	0
ENSG00000235313.1	27	17	15	13	23	22
ENSG00000230613.1	9	8	6	8	7	5
ENSG00000278276.1	1	5	2	7	4	2
ENSG00000201770.1	0	0	0	0	0	0
ENSG00000125968.8	8472	12887	17473	15655	11036	14416
ENSG00000264395.1	0	0	0	1	0	0
ENSG00000131055.4	0	0	2	0	0	2
ENSG00000171552.12	11705	13135	11982	14059	11044	12640
ENSG00000236559.1	0	0	0	0	0	0
ENSG00000281376.1	56	29	27	38	71	44
ENSG00000088325.15	11263	14347	13830	13736	12954	12894
ENSG00000230801.1	0	0	0	0	0	0
ENSG00000101306.10	46	71	73	41	73	46
ENSG00000179772.7	166	91	135	192	225	103
ENSG00000149599.15	47	40	60	69	62	33
ENSG00000131044.17	27	11	20	21	17	13
ENSG00000199497.1	0	0	0	0	0	0
ENSG00000088356.5	1977	2064	2026	2043	2084	1958
ENSG00000260903.2	1	1	0	4	1	1
ENSG00000278012.1	0	0	0	0	0	0
ENSG00000252623.1	0	0	0	0	0	0
ENSG00000101331.15	27	13	29	18	39	27
ENSG00000226239.1	3	0	0	1	0	2
ENSG00000212571.1	0	0	0	0	0	0
ENSG00000101336.13	4	2	3	1	1	0
ENSG00000101337.15	5821	5316	6187	6726	6148	5041
ENSG00000275576.1	14	19	6	13	13	14
ENSG00000224452.1	0	0	0	0	1	0
ENSG00000235217.6	34	28	39	47	39	34
ENSG00000126003.6	1964	2058	2040	2153	2235	1940
ENSG00000101346.13	5296	5696	6288	6198	6286	5705
ENSG00000284125.1	0	0	0	0	0	0
ENSG00000101350.7	5384	5880	5826	6203	5841	5685
ENSG00000277692.1	2	1	2	2	3	1
ENSG00000171456.18	7494	7519	7414	7795	7878	6830
ENSG00000197183.14	1816	1612	1818	1876	2191	1528
ENSG00000236772.1	0	0	0	0	0	0
ENSG00000277301.1	0	0	0	0	0	0
ENSG00000233293.1	0	0	0	0	0	0
ENSG00000204393.7	0	0	0	0	1	0
ENSG00000228156.1	0	0	0	0	0	0
ENSG00000198547.8	0	0	0	0	0	2
ENSG00000285382.1	0	0	1	2	0	1
ENSG00000175730.8	6	4	16	7	15	7
ENSG00000149600.11	1201	1223	1316	1354	1179	1088
